City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,belomorsk,64.5232,34.7668,17.08,80,0,3.89,RU,1691466155
368,guerrero negro,27.9769,-114.0611,24.33,77,1,5.67,MX,1691465729
369,arafat,21.3594,39.9664,33.78,12,7,1.72,SA,1691466156
370,fortuna,40.5982,-124.1573,17.59,95,100,5.14,US,1691465852
371,linqiong,30.4159,103.4609,31.9,63,5,1.3,CN,1691466156
372,vilyuysk,63.7553,121.6247,27.0,32,1,4.26,RU,1691465618
373,korla,41.7597,86.1469,28.93,32,100,9.7,CN,1691466156
374,san antonio de pale,-1.4014,5.6325,22.55,81,100,4.56,GQ,1691466157
375,macau,22.2006,113.5461,31.89,74,20,4.63,MO,1691466157
376,abashiri,44.0213,144.2697,20.16,88,75,7.72,JP,1691466157
377,khash,28.2211,61.2158,28.76,20,0,0.87,IR,1691466157
378,berezovyy,51.6667,135.7,28.7,26,87,2.64,RU,1691466157
379,pacific grove,36.6177,-121.9166,16.78,92,100,4.47,US,1691465746
380,petropavlovsk-kamchatsky,53.0452,158.6483,23.33,38,20,3.0,RU,1691466158
381,san fernando de apure,7.8878,-67.4724,23.95,94,75,0.88,VE,1691466158
382,nova sintra,14.8667,-24.7167,21.95,78,40,6.54,CV,1691466158
383,sankt valentin,48.1667,14.5167,12.53,91,72,1.23,AT,1691466158
384,rengo,-34.4167,-70.8667,13.02,55,100,0.5,CL,1691466158
385,espumoso,-28.7247,-52.8497,11.65,93,100,4.93,BR,1691466159
386,hirado,33.3597,129.5531,31.33,77,92,9.67,JP,1691466159
387,carnikava,57.1294,24.2744,15.01,94,100,8.07,LV,1691466159
388,nikolayevsk-on-amure,53.1406,140.73,30.32,27,87,2.09,RU,1691466159
389,wuchang,44.9143,127.15,23.47,79,86,0.54,CN,1691466159
390,port saint john's,-31.6229,29.5448,16.41,81,0,2.75,ZA,1691465928
391,marion,39.7684,-86.1555,20.72,83,75,3.09,US,1691466016
392,bol,13.4586,14.7147,26.22,81,77,4.8,TD,1691466160
393,namsos,64.4662,11.4957,16.03,94,75,0.51,NO,1691466160
394,muroto-misakicho,33.2833,134.15,27.86,90,32,9.88,JP,1691466160
395,leh,34.1667,77.5833,17.07,43,6,2.19,IN,1691466160
396,howrah,22.5892,88.3103,28.0,83,100,4.12,IN,1691465900
397,al kharj,24.155,47.3346,33.32,12,1,2.31,SA,1691466161
398,weleri,-6.9713,110.0666,30.52,53,3,3.67,ID,1691466161
399,ewo,-0.8725,14.8206,25.13,66,99,1.9,CG,1691466162
400,kavieng,-2.5744,150.7967,28.44,69,82,4.77,PG,1691465678
401,ta`u,-14.2336,-169.5144,27.12,74,89,4.66,AS,1691465623
402,aberdeen,57.1437,-2.0981,10.36,89,17,5.14,GB,1691465470
403,benguela,-12.5763,13.4055,18.73,87,5,1.37,AO,1691466163
404,manga,11.6636,-1.0731,23.03,90,100,2.24,BF,1691466163
405,mokhsogollokh,61.4681,128.9203,23.03,20,15,4.0,RU,1691466163
406,shiqian,27.5225,108.2281,31.08,66,11,1.83,CN,1691466163
407,egilsstadir,65.2653,-14.3948,3.95,87,0,1.54,IS,1691466164
408,rio preto da eva,-2.6994,-59.6997,26.43,52,70,1.37,BR,1691466164
409,castlegar,49.2998,-117.6689,21.38,75,70,1.48,CA,1691466164
410,hotan,37.0997,79.9269,27.3,33,70,5.59,CN,1691466164
411,tosontsengel,48.7567,98.2839,22.4,37,99,1.17,MN,1691466164
412,tougue,11.4667,-11.6,19.39,97,100,1.13,GN,1691466165
413,mili,6.0815,171.735,25.44,85,100,1.07,MH,1691466165
414,xinyuan,37.3,99.0,18.49,47,18,2.65,CN,1691466165
415,kolonia,50.9333,6.95,14.34,83,0,3.6,DE,1691465609
416,necochea,-38.5473,-58.7368,2.06,85,9,4.1,AR,1691466165
417,kapit,2.0167,112.9333,33.18,54,57,0.93,MY,1691466165
418,baturaja,-4.1333,104.1667,30.52,58,13,2.1,ID,1691466165
419,amga,60.8953,131.9608,21.83,28,42,3.14,RU,1691466166
420,santa terezinha,-29.9002,-50.0904,15.14,80,78,2.56,BR,1691466166
421,nema,57.5067,50.5011,20.02,69,62,3.23,RU,1691466166
422,freetown,8.484,-13.2299,23.84,100,75,2.06,SL,1691465873
423,murzuq,25.9155,13.9184,29.42,29,0,6.61,LY,1691466166
424,progreso,21.2833,-89.6667,30.06,83,9,5.44,MX,1691466133
425,minab,27.1467,57.0801,35.25,49,4,0.54,IR,1691466167
426,pitimbu,-7.4706,-34.8086,24.33,85,13,5.24,BR,1691466167
427,kruisfontein,-34.0033,24.7314,11.71,79,0,5.21,ZA,1691466167
428,moyynkum,44.2914,72.9469,29.73,29,77,4.52,KZ,1691465658
429,castanhal,-1.2939,-47.9264,22.61,99,28,1.5,BR,1691466167
430,taulaga,-11.0553,-171.0883,27.99,73,98,6.88,AS,1691466167
431,pangai,-19.8,-174.35,25.06,94,75,5.14,TO,1691466168
432,saurimo,-9.6608,20.3916,16.81,43,1,3.18,AO,1691466168
433,nikolayevka,53.1257,47.2041,22.2,54,1,2.3,RU,1691466168
434,mangrol,21.1167,70.1167,27.13,82,100,8.8,IN,1691466168
435,andapa,-14.65,49.65,15.52,97,7,1.24,MG,1691466168
436,saint-paul,-21.0096,55.2707,21.06,78,29,0.45,RE,1691466169
437,vrangel',42.7297,133.0839,18.47,86,100,5.42,RU,1691466169
438,yanam,16.7333,82.2167,31.05,59,99,3.9,IN,1691465758
439,fuxin,42.0156,121.6589,29.69,48,5,3.1,CN,1691466169
440,guarapari,-20.6667,-40.4975,20.5,72,0,3.16,BR,1691466169
441,ponta delgada,37.7333,-25.6667,21.4,88,20,2.06,PT,1691466169
442,el granada,37.5027,-122.4694,21.88,87,100,8.23,US,1691466169
443,klaksvik,62.2266,-6.589,8.51,72,91,7.04,FO,1691466170
444,la'ie,21.6477,-157.9253,30.98,73,8,2.24,US,1691466170
445,kununurra,-15.7667,128.7333,29.99,28,8,5.14,AU,1691465657
446,pakxan,18.3778,103.6601,26.63,93,100,3.12,LA,1691466170
447,juneau,58.3019,-134.4197,17.34,97,100,3.09,US,1691466064
448,manokwari,-0.8667,134.0833,28.43,71,90,2.73,ID,1691466170
449,samarinda,-0.5,117.15,32.73,47,35,2.32,ID,1691466171
450,kamaishi,39.2667,141.8833,27.54,82,68,3.9,JP,1691466171
451,chake chake,-5.2459,39.7666,23.1,85,2,3.92,TZ,1691466171
452,namtsy,62.7161,129.6658,23.2,25,58,3.48,RU,1691466171
453,dauphin,51.1494,-100.0502,16.08,94,20,1.03,CA,1691466171
454,okha,53.5739,142.9478,24.12,50,94,1.17,RU,1691466171
455,severo-yeniseyskiy,60.3725,93.0408,17.5,59,96,2.99,RU,1691465788
456,tabou,4.423,-7.3528,23.68,92,48,2.91,CI,1691466172
457,bhag,29.0415,67.8239,35.26,42,1,4.24,PK,1691466172
458,dolores,-36.3132,-57.6792,2.06,85,5,2.49,AR,1691466172
459,itamaraca,-7.7478,-34.8256,26.03,85,25,4.74,BR,1691466172
460,saint-francois,46.4154,3.9054,8.71,93,0,0.0,FR,1691466172
461,zaozersk,69.4005,32.4476,15.43,66,19,4.23,RU,1691466173
462,rahimatpur,17.6,74.2,24.67,77,100,6.91,IN,1691466173
463,askino,56.0901,56.5783,19.14,72,28,4.68,RU,1691466173
464,hithadhoo,-0.6,73.0833,27.63,71,62,1.23,MV,1691465856
465,quellon,-43.1167,-73.6167,7.14,93,100,1.54,CL,1691466173
466,mount pearl,47.5166,-52.7813,13.86,91,75,8.75,CA,1691466174
467,skovorodino,53.9833,123.9167,27.79,27,69,2.96,RU,1691466174
468,nabire,-3.3667,135.4833,30.28,59,24,2.09,ID,1691466174
469,arauco,-37.2463,-73.3175,9.08,76,83,0.89,CL,1691466174
470,sorong,-0.8833,131.25,29.51,64,87,5.94,ID,1691466139
471,tuban,-6.8976,112.0649,31.73,100,15,4.95,ID,1691466174
472,northam,51.0333,-4.2167,14.58,97,100,4.65,GB,1691466174
473,carmo do cajuru,-20.1842,-44.7711,16.88,39,0,0.84,BR,1691466175
474,tarauaca,-8.1614,-70.7656,25.55,65,61,1.14,BR,1691465679
475,moron,-34.6534,-58.6198,8.87,76,15,7.6,AR,1691466175
476,narrabri,-30.3167,149.7833,19.18,48,2,0.45,AU,1691466175
477,nkhotakota,-12.9274,34.2961,19.66,70,2,4.24,MW,1691466175
478,bonga,7.2833,36.2333,15.26,97,93,0.51,ET,1691466175
479,byron bay,-28.65,153.6167,16.51,50,35,5.78,AU,1691466176
480,junnar,19.2,73.8833,23.77,81,100,6.53,IN,1691466176
481,pathein,16.7833,94.7333,27.18,85,100,7.14,MM,1691466176
482,tangalle,6.024,80.7911,30.09,69,98,6.65,LK,1691466176
483,wanning,18.8003,110.3967,33.09,55,81,8.08,CN,1691465843
484,senillosa,-39.0,-68.4167,9.88,39,98,4.85,AR,1691466176
485,campina grande do sul,-25.3056,-49.0553,15.78,97,100,1.96,BR,1691466177
486,guanare,9.0418,-69.7421,20.01,100,84,2.06,VE,1691466177
487,chegdomyn,51.1167,133.0167,28.57,31,36,2.09,RU,1691466177
488,gunnedah,-30.9833,150.25,19.34,31,1,1.98,AU,1691466177
489,linhares,-19.3911,-40.0722,19.55,96,0,1.8,BR,1691466084
490,at taraf,25.3628,49.725,31.3,12,0,3.37,SA,1691466177
491,dombivli,19.2167,73.0833,28.97,74,100,5.48,IN,1691466178
492,mingoyo,-10.1,39.6333,19.99,94,33,1.67,TZ,1691466178
493,madalena,41.2162,-8.3345,25.32,57,0,1.08,PT,1691466178
494,pursat,12.3333,103.6667,32.91,49,99,3.09,KH,1691466178
495,nar'yan-mar,67.6713,53.087,11.89,65,89,4.32,RU,1691465734
496,valenca do piaui,-6.4075,-41.7456,23.53,54,42,3.11,BR,1691466130
497,dubbo,-32.25,148.6167,19.07,45,2,4.63,AU,1691466178
498,queenstown,-31.8976,26.8753,11.0,38,2,2.73,ZA,1691465750
499,bastogne,50.0035,5.7184,9.39,91,57,3.66,BE,1691466179
500,yorkton,51.2167,-102.4677,15.91,82,75,1.54,CA,1691466179
501,cadale,2.7603,46.3222,24.64,83,99,8.43,SO,1691466179
502,brisas de zicatela,15.8369,-97.0419,29.29,61,20,0.0,MX,1691466180
503,mont-de-marsan,44.0,-0.6667,11.71,93,1,0.0,FR,1691466180
504,santa catalina,9.3337,122.8637,31.99,77,39,5.17,PH,1691466180
505,kulu,39.0951,33.0799,21.85,60,0,3.89,TR,1691466180
506,richards bay,-28.783,32.0377,15.49,92,3,1.81,ZA,1691466180
507,chui,-33.6971,-53.4616,8.98,79,0,3.42,UY,1691466180
508,lisakovsk,52.5369,62.4936,22.72,53,7,2.2,KZ,1691466181
509,ayr,55.4627,-4.6339,11.99,82,18,4.12,GB,1691466181
510,timbuktu,16.7735,-3.0074,31.67,48,64,5.97,ML,1691466181
511,kigoma,-4.8769,29.6267,22.59,58,9,3.82,TZ,1691466181
512,inga,-7.2808,-35.6044,23.25,95,3,2.29,BR,1691466181
513,labytnangi,66.6572,66.4183,19.7,75,51,1.32,RU,1691466182
514,callao,-12.0667,-77.15,21.16,73,100,4.63,PE,1691466182
515,takoradi,4.8845,-1.7554,24.05,89,63,3.99,GH,1691466182
516,kiruna,67.8557,20.2251,14.51,100,100,3.09,SE,1691466182
517,tamanrasset,22.785,5.5228,25.95,19,33,2.57,DZ,1691466182
518,hami,42.8,93.45,38.15,12,93,5.41,CN,1691466027
519,pingyi,35.5006,117.6308,27.02,60,100,1.08,CN,1691466183
520,el tigre,8.8875,-64.2454,25.78,73,80,3.38,VE,1691466183
521,ashburton,-37.8626,145.0794,16.07,70,4,0.45,AU,1691465809
522,del rio,29.3627,-100.8968,37.06,28,0,8.49,US,1691466183
523,taltal,-25.4,-70.4833,16.2,77,98,1.55,CL,1691466183
524,nadym,65.5333,72.5167,21.31,53,3,6.49,RU,1691466183
525,new plymouth,-39.0667,174.0833,8.51,71,41,6.58,NZ,1691466184
526,lengshuitan,26.4111,111.5956,36.35,48,6,1.29,CN,1691466184
527,abu al matamir,30.9102,30.1744,24.27,78,0,1.26,EG,1691466184
528,coquimbo,-29.9533,-71.3436,13.85,94,100,2.06,CL,1691465554
529,beledweyne,4.7358,45.2036,23.55,69,58,8.41,SO,1691466184
530,kisesa,-3.0833,34.15,16.52,63,28,3.29,TZ,1691466184
531,new albany,38.2856,-85.8241,22.45,88,100,3.09,US,1691466090
532,lichuan,30.3,108.85,28.31,61,95,1.51,CN,1691466185
533,karachi,24.9056,67.0822,27.9,78,75,8.23,PK,1691466185
534,visakhapatnam,17.69,83.2093,31.71,56,72,3.68,IN,1691466185
535,corner brook,48.9667,-57.9484,13.09,97,8,1.23,CA,1691466185
536,mandalgovi,45.7625,106.2708,23.9,44,3,2.62,MN,1691466186
537,marilia,-22.2139,-49.9458,19.79,41,1,1.92,BR,1691466109
538,kolokani,13.5728,-8.0339,23.21,90,54,3.09,ML,1691466186
539,alaghsas,17.0187,8.0168,27.91,63,97,5.24,NE,1691466186
540,hsinchu,24.8036,120.9686,31.99,73,89,0.89,TW,1691466186
541,tereze,43.9361,42.4434,21.62,73,0,1.07,RU,1691466186
542,san andres,12.5847,-81.7006,29.01,84,40,5.14,CO,1691466077
543,kilembe,0.2,30.0,18.79,61,99,0.47,UG,1691466187
544,garden city,42.3256,-83.331,19.36,88,75,3.09,US,1691466099
545,hirara,24.8,125.2833,30.15,89,75,6.17,JP,1691466187
546,stawell,-37.05,142.7667,13.04,59,0,1.84,AU,1691466187
547,korhogo,9.45,-5.6333,21.15,97,100,1.77,CI,1691466187
548,nieuw amsterdam,5.8833,-55.0833,27.79,86,68,2.97,SR,1691466188
549,atherton,53.5237,-2.4935,14.94,88,67,0.45,GB,1691466188
550,mejit,10.2753,170.8646,28.35,73,58,8.18,MH,1691466188
551,zambezi,-13.5432,23.1047,12.9,63,1,2.54,ZM,1691466188
552,karratha,-20.7377,116.8463,27.81,27,0,6.8,AU,1691466188
553,taroa,8.7058,171.2275,28.15,78,98,7.22,MH,1691466189
554,nadvoitsy,63.8667,34.3167,18.89,86,0,4.36,RU,1691466189
555,puerto deseado,-47.7503,-65.8938,5.51,90,100,9.28,AR,1691466087
